id,active,type,sortOrder,name,label,address,city,state,zip,hours,phone,email,status,statusNote,mapsUrl,embedUrl,lat,lng,lastUpdated,timezone,weeklyHoursJson
taqueria-ibarra-north-brighton,TRUE,food_truck,0,Taqueria Ibarra Food Truck,Food Truck Location,5005 North Brighton Avenue,Kansas City,MO,64117,"Carryout: Mon 11-9 Tue-Sat 11-9:30 Sun closed. Delivery: Mon closed Tue-Sat 11-9:30 Sun closed.",(816) 585-2257,,Open,North Brighton Avenue,,,,,,2026-05-01,America/Chicago,"{""mon"":[{""open"":""11:00"",""close"":""21:00"",""label"":""Carryout""}],""tue"":[{""open"":""11:00"",""close"":""21:30"",""label"":""Carryout""}],""wed"":[{""open"":""11:00"",""close"":""21:30"",""label"":""Carryout""}],""thu"":[{""open"":""11:00"",""close"":""21:30"",""label"":""Carryout""}],""fri"":[{""open"":""11:00"",""close"":""21:30"",""label"":""Carryout""}],""sat"":[{""open"":""11:00"",""close"":""21:30"",""label"":""Carryout""}],""sun"":[]}"
